pokemon_name,normalized_name,source_path,output_path
sharpedo,sharpedo,data/raw_images/_extracted/images/Sharpedo/2.jpg,data/images/sharpedo.jpg
mamoswine,mamoswine,data/raw_images/_extracted/images/Mamoswine/1.jpg,data/images/mamoswine.jpg
venonat,venonat,data/raw_images/_extracted/images/Venonat/2.jpg,data/images/venonat.jpg
shuckle,shuckle,data/raw_images/_extracted/images/Shuckle/2.jpg,data/images/shuckle.jpg
bunnelby,bunnelby,data/raw_images/_extracted/images/Bunnelby/1.jpg,data/images/bunnelby.jpg
delphox,delphox,data/raw_images/_extracted/images/Delphox/1.jpg,data/images/delphox.jpg
suicune,suicune,data/raw_images/_extracted/images/Suicune/2.jpg,data/images/suicune.jpg
vaporeon,vaporeon,data/raw_images/_extracted/images/Vaporeon/2.jpg,data/images/vaporeon.jpg
ninjask,ninjask,data/raw_images/_extracted/images/Ninjask/1.jpg,data/images/ninjask.jpg
piloswine,piloswine,data/raw_images/_extracted/images/Piloswine/2.jpg,data/images/piloswine.jpg
hippowdon,hippowdon,data/raw_images/_extracted/images/Hippowdon/1.jpg,data/images/hippowdon.jpg
stunky,stunky,data/raw_images/_extracted/images/Stunky/1.jpg,data/images/stunky.jpg
ivysaur,ivysaur,data/raw_images/_extracted/images/Ivysaur/2.jpg,data/images/ivysaur.jpg
zekrom,zekrom,data/raw_images/_extracted/images/Zekrom/2.jpg,data/images/zekrom.jpg
krabby,krabby,data/raw_images/_extracted/images/Krabby/2.jpg,data/images/krabby.jpg
stantler,stantler,data/raw_images/_extracted/images/Stantler/2.jpg,data/images/stantler.jpg
grotle,grotle,data/raw_images/_extracted/images/Grotle/1.jpg,data/images/grotle.jpg
duosion,duosion,data/raw_images/_extracted/images/Duosion/1.jpg,data/images/duosion.jpg
chingling,chingling,data/raw_images/_extracted/images/Chingling/1.jpg,data/images/chingling.jpg
teddiursa,teddiursa,data/raw_images/_extracted/images/Teddiursa/2.jpg,data/images/teddiursa.jpg
drowzee,drowzee,data/raw_images/_extracted/images/Drowzee/2.jpg,data/images/drowzee.jpg
abomasnow,abomasnow,data/raw_images/_extracted/images/Abomasnow/2.jpg,data/images/abomasnow.jpg
sandslash,sandslash,data/raw_images/_extracted/images/Sandslash/2.jpg,data/images/sandslash.jpg
bisharp,bisharp,data/raw_images/_extracted/images/Bisharp/1.jpg,data/images/bisharp.jpg
tyrogue,tyrogue,data/raw_images/_extracted/images/Tyrogue/2.jpg,data/images/tyrogue.jpg
marshtomp,marshtomp,data/raw_images/_extracted/images/Marshtomp/1.jpg,data/images/marshtomp.jpg
boldore,boldore,data/raw_images/_extracted/images/Boldore/1.jpg,data/images/boldore.jpg
heliolisk,heliolisk,data/raw_images/_extracted/images/Heliolisk/1.jpg,data/images/heliolisk.jpg
girafarig,girafarig,data/raw_images/_extracted/images/Girafarig/2.jpg,data/images/girafarig.jpg
chesnaught,chesnaught,data/raw_images/_extracted/images/Chesnaught/1.jpg,data/images/chesnaught.jpg
banette,banette,data/raw_images/_extracted/images/Banette/2.jpg,data/images/banette.jpg
claydol,claydol,data/raw_images/_extracted/images/Claydol/1.jpg,data/images/claydol.jpg
kangaskhan,kangaskhan,data/raw_images/_extracted/images/Kangaskhan/4.jpg,data/images/kangaskhan.jpg
raikou,raikou,data/raw_images/_extracted/images/Raikou/2.jpg,data/images/raikou.jpg
ferroseed,ferroseed,data/raw_images/_extracted/images/Ferroseed/1.jpg,data/images/ferroseed.jpg
totodile,totodile,data/raw_images/_extracted/images/Totodile/2.jpg,data/images/totodile.jpg
cinccino,cinccino,data/raw_images/_extracted/images/Cinccino/1.jpg,data/images/cinccino.jpg
noctowl,noctowl,data/raw_images/_extracted/images/Noctowl/2.jpg,data/images/noctowl.jpg
treecko,treecko,data/raw_images/_extracted/images/Treecko/2.jpg,data/images/treecko.jpg
chansey,chansey,data/raw_images/_extracted/images/Chansey/2.jpg,data/images/chansey.jpg
butterfree,butterfree,data/raw_images/_extracted/images/Butterfree/4.jpg,data/images/butterfree.jpg
eelektross,eelektross,data/raw_images/_extracted/images/Eelektross/1.jpg,data/images/eelektross.jpg
vullaby,vullaby,data/raw_images/_extracted/images/Vullaby/1.jpg,data/images/vullaby.jpg
kricketune,kricketune,data/raw_images/_extracted/images/Kricketune/1.jpg,data/images/kricketune.jpg
dialga,dialga,data/raw_images/_extracted/images/Dialga/2.jpg,data/images/dialga.jpg
krokorok,krokorok,data/raw_images/_extracted/images/Krokorok/1.jpg,data/images/krokorok.jpg
ledian,ledian,data/raw_images/_extracted/images/Ledian/2.jpg,data/images/ledian.jpg
tyrunt,tyrunt,data/raw_images/_extracted/images/Tyrunt/1.jpg,data/images/tyrunt.jpg
trapinch,trapinch,data/raw_images/_extracted/images/Trapinch/1.jpg,data/images/trapinch.jpg
ambipom,ambipom,data/raw_images/_extracted/images/Ambipom/1.jpg,data/images/ambipom.jpg
aurorus,aurorus,data/raw_images/_extracted/images/Aurorus/1.jpg,data/images/aurorus.jpg
beautifly,beautifly,data/raw_images/_extracted/images/Beautifly/1.jpg,data/images/beautifly.jpg
starmie,starmie,data/raw_images/_extracted/images/Starmie/2.jpg,data/images/starmie.jpg
timburr,timburr,data/raw_images/_extracted/images/Timburr/1.jpg,data/images/timburr.jpg
shedinja,shedinja,data/raw_images/_extracted/images/Shedinja/1.jpg,data/images/shedinja.jpg
cyndaquil,cyndaquil,data/raw_images/_extracted/images/Cyndaquil/2.jpg,data/images/cyndaquil.jpg
foongus,foongus,data/raw_images/_extracted/images/Foongus/1.jpg,data/images/foongus.jpg
scrafty,scrafty,data/raw_images/_extracted/images/Scrafty/1.jpg,data/images/scrafty.jpg
natu,natu,data/raw_images/_extracted/images/Natu/2.jpg,data/images/natu.jpg
swablu,swablu,data/raw_images/_extracted/images/Swablu/1.jpg,data/images/swablu.jpg
fraxure,fraxure,data/raw_images/_extracted/images/Fraxure/1.jpg,data/images/fraxure.jpg
darkrai,darkrai,data/raw_images/_extracted/images/Darkrai/1.jpg,data/images/darkrai.jpg
makuhita,makuhita,data/raw_images/_extracted/images/Makuhita/1.jpg,data/images/makuhita.jpg
sceptile,sceptile,data/raw_images/_extracted/images/Sceptile/2.jpg,data/images/sceptile.jpg
slaking,slaking,data/raw_images/_extracted/images/Slaking/1.jpg,data/images/slaking.jpg
torchic,torchic,data/raw_images/_extracted/images/Torchic/2.jpg,data/images/torchic.jpg
trubbish,trubbish,data/raw_images/_extracted/images/Trubbish/1.jpg,data/images/trubbish.jpg
pawniard,pawniard,data/raw_images/_extracted/images/Pawniard/1.jpg,data/images/pawniard.jpg
gorebyss,gorebyss,data/raw_images/_extracted/images/Gorebyss/1.jpg,data/images/gorebyss.jpg
quilladin,quilladin,data/raw_images/_extracted/images/Quilladin/1.jpg,data/images/quilladin.jpg
arceus,arceus,data/raw_images/_extracted/images/Arceus/4.jpg,data/images/arceus.jpg
flaaffy,flaaffy,data/raw_images/_extracted/images/Flaaffy/2.jpg,data/images/flaaffy.jpg
pidove,pidove,data/raw_images/_extracted/images/Pidove/1.jpg,data/images/pidove.jpg
empoleon,empoleon,data/raw_images/_extracted/images/Empoleon/1.jpg,data/images/empoleon.jpg
manaphy,manaphy,data/raw_images/_extracted/images/Manaphy/1.jpg,data/images/manaphy.jpg
munchlax,munchlax,data/raw_images/_extracted/images/Munchlax/1.jpg,data/images/munchlax.jpg
honchkrow,honchkrow,data/raw_images/_extracted/images/Honchkrow/1.jpg,data/images/honchkrow.jpg
magmar,magmar,data/raw_images/_extracted/images/Magmar/2.jpg,data/images/magmar.jpg
electrike,electrike,data/raw_images/_extracted/images/Electrike/1.jpg,data/images/electrike.jpg
beedrill,beedrill,data/raw_images/_extracted/images/Beedrill/4.jpg,data/images/beedrill.jpg
celebi,celebi,data/raw_images/_extracted/images/Celebi/2.jpg,data/images/celebi.jpg
scraggy,scraggy,data/raw_images/_extracted/images/Scraggy/1.jpg,data/images/scraggy.jpg
liepard,liepard,data/raw_images/_extracted/images/Liepard/1.jpg,data/images/liepard.jpg
jumpluff,jumpluff,data/raw_images/_extracted/images/Jumpluff/2.jpg,data/images/jumpluff.jpg
ninetales,ninetales,data/raw_images/_extracted/images/Ninetales/4.jpg,data/images/ninetales.jpg
magnemite,magnemite,data/raw_images/_extracted/images/Magnemite/2.jpg,data/images/magnemite.jpg
octillery,octillery,data/raw_images/_extracted/images/Octillery/2.jpg,data/images/octillery.jpg
cranidos,cranidos,data/raw_images/_extracted/images/Cranidos/1.jpg,data/images/cranidos.jpg
dwebble,dwebble,data/raw_images/_extracted/images/Dwebble/1.jpg,data/images/dwebble.jpg
yanma,yanma,data/raw_images/_extracted/images/Yanma/2.jpg,data/images/yanma.jpg
bellossom,bellossom,data/raw_images/_extracted/images/Bellossom/2.jpg,data/images/bellossom.jpg
metapod,metapod,data/raw_images/_extracted/images/Metapod/2.jpg,data/images/metapod.jpg
electrode,electrode,data/raw_images/_extracted/images/Electrode/2.jpg,data/images/electrode.jpg
lickilicky,lickilicky,data/raw_images/_extracted/images/Lickilicky/1.jpg,data/images/lickilicky.jpg
golett,golett,data/raw_images/_extracted/images/Golett/1.jpg,data/images/golett.jpg
ampharos,ampharos,data/raw_images/_extracted/images/Ampharos/4.jpg,data/images/ampharos.jpg
chinchou,chinchou,data/raw_images/_extracted/images/Chinchou/2.jpg,data/images/chinchou.jpg
smoochum,smoochum,data/raw_images/_extracted/images/Smoochum/2.jpg,data/images/smoochum.jpg
magcargo,magcargo,data/raw_images/_extracted/images/Magcargo/2.jpg,data/images/magcargo.jpg
misdreavus,misdreavus,data/raw_images/_extracted/images/Misdreavus/2.jpg,data/images/misdreavus.jpg
larvitar,larvitar,data/raw_images/_extracted/images/Larvitar/2.jpg,data/images/larvitar.jpg
raichu,raichu,data/raw_images/_extracted/images/Raichu/4.jpg,data/images/raichu.jpg
bergmite,bergmite,data/raw_images/_extracted/images/Bergmite/1.jpg,data/images/bergmite.jpg
fearow,fearow,data/raw_images/_extracted/images/Fearow/2.jpg,data/images/fearow.jpg
petilil,petilil,data/raw_images/_extracted/images/Petilil/1.jpg,data/images/petilil.jpg
mewtwo,mewtwo,data/raw_images/_extracted/images/Mewtwo/4.jpg,data/images/mewtwo.jpg
regice,regice,data/raw_images/_extracted/images/Regice/1.jpg,data/images/regice.jpg
kabuto,kabuto,data/raw_images/_extracted/images/Kabuto/2.jpg,data/images/kabuto.jpg
pidgeotto,pidgeotto,data/raw_images/_extracted/images/Pidgeotto/2.jpg,data/images/pidgeotto.jpg
hitmonchan,hitmonchan,data/raw_images/_extracted/images/Hitmonchan/2.jpg,data/images/hitmonchan.jpg
darumaka,darumaka,data/raw_images/_extracted/images/Darumaka/2.jpg,data/images/darumaka.jpg
zoroark,zoroark,data/raw_images/_extracted/images/Zoroark/1.jpg,data/images/zoroark.jpg
durant,durant,data/raw_images/_extracted/images/Durant/1.jpg,data/images/durant.jpg
blastoise,blastoise,data/raw_images/_extracted/images/Blastoise/4.jpg,data/images/blastoise.jpg
spewpa,spewpa,data/raw_images/_extracted/images/Spewpa/1.jpg,data/images/spewpa.jpg
weezing,weezing,data/raw_images/_extracted/images/Weezing/4.jpg,data/images/weezing.jpg
croconaw,croconaw,data/raw_images/_extracted/images/Croconaw/2.jpg,data/images/croconaw.jpg
golbat,golbat,data/raw_images/_extracted/images/Golbat/2.jpg,data/images/golbat.jpg
clauncher,clauncher,data/raw_images/_extracted/images/Clauncher/1.jpg,data/images/clauncher.jpg
seadra,seadra,data/raw_images/_extracted/images/Seadra/2.jpg,data/images/seadra.jpg
lombre,lombre,data/raw_images/_extracted/images/Lombre/1.jpg,data/images/lombre.jpg
rhyhorn,rhyhorn,data/raw_images/_extracted/images/Rhyhorn/2.jpg,data/images/rhyhorn.jpg
budew,budew,data/raw_images/_extracted/images/Budew/1.jpg,data/images/budew.jpg
yveltal,yveltal,data/raw_images/_extracted/images/Yveltal/4.jpg,data/images/yveltal.jpg
bronzong,bronzong,data/raw_images/_extracted/images/Bronzong/1.jpg,data/images/bronzong.jpg
swirlix,swirlix,data/raw_images/_extracted/images/Swirlix/2.jpg,data/images/swirlix.jpg
moltres,moltres,data/raw_images/_extracted/images/Moltres/4.jpg,data/images/moltres.jpg
golduck,golduck,data/raw_images/_extracted/images/Golduck/2.jpg,data/images/golduck.jpg
mudkip,mudkip,data/raw_images/_extracted/images/Mudkip/2.jpg,data/images/mudkip.jpg
snover,snover,data/raw_images/_extracted/images/Snover/1.jpg,data/images/snover.jpg
tyranitar,tyranitar,data/raw_images/_extracted/images/Tyranitar/4.jpg,data/images/tyranitar.jpg
herdier,herdier,data/raw_images/_extracted/images/Herdier/1.jpg,data/images/herdier.jpg
kabutops,kabutops,data/raw_images/_extracted/images/Kabutops/2.jpg,data/images/kabutops.jpg
aerodactyl,aerodactyl,data/raw_images/_extracted/images/Aerodactyl/4.jpg,data/images/aerodactyl.jpg
volcarona,volcarona,data/raw_images/_extracted/images/Volcarona/1.jpg,data/images/volcarona.jpg
swalot,swalot,data/raw_images/_extracted/images/Swalot/1.jpg,data/images/swalot.jpg
smeargle,smeargle,data/raw_images/_extracted/images/Smeargle/2.jpg,data/images/smeargle.jpg
kirlia,kirlia,data/raw_images/_extracted/images/Kirlia/1.jpg,data/images/kirlia.jpg
haunter,haunter,data/raw_images/_extracted/images/Haunter/2.jpg,data/images/haunter.jpg
spritzee,spritzee,data/raw_images/_extracted/images/Spritzee/1.jpg,data/images/spritzee.jpg
wooper,wooper,data/raw_images/_extracted/images/Wooper/2.jpg,data/images/wooper.jpg
mesprit,mesprit,data/raw_images/_extracted/images/Mesprit/1.jpg,data/images/mesprit.jpg
staraptor,staraptor,data/raw_images/_extracted/images/Staraptor/1.jpg,data/images/staraptor.jpg
torterra,torterra,data/raw_images/_extracted/images/Torterra/1.jpg,data/images/torterra.jpg
xerneas,xerneas,data/raw_images/_extracted/images/Xerneas/4.jpg,data/images/xerneas.jpg
spheal,spheal,data/raw_images/_extracted/images/Spheal/1.jpg,data/images/spheal.jpg
bastiodon,bastiodon,data/raw_images/_extracted/images/Bastiodon/1.jpg,data/images/bastiodon.jpg
simisear,simisear,data/raw_images/_extracted/images/Simisear/1.jpg,data/images/simisear.jpg
genesect,genesect,data/raw_images/_extracted/images/Genesect/4.jpg,data/images/genesect.jpg
remoraid,remoraid,data/raw_images/_extracted/images/Remoraid/2.jpg,data/images/remoraid.jpg
magnezone,magnezone,data/raw_images/_extracted/images/Magnezone/1.jpg,data/images/magnezone.jpg
sudowoodo,sudowoodo,data/raw_images/_extracted/images/Sudowoodo/2.jpg,data/images/sudowoodo.jpg
machop,machop,data/raw_images/_extracted/images/Machop/2.jpg,data/images/machop.jpg
tranquill,tranquill,data/raw_images/_extracted/images/Tranquill/1.jpg,data/images/tranquill.jpg
roserade,roserade,data/raw_images/_extracted/images/Roserade/1.jpg,data/images/roserade.jpg
espeon,espeon,data/raw_images/_extracted/images/Espeon/2.jpg,data/images/espeon.jpg
koffing,koffing,data/raw_images/_extracted/images/Koffing/2.jpg,data/images/koffing.jpg
vanilluxe,vanilluxe,data/raw_images/_extracted/images/Vanilluxe/1.jpg,data/images/vanilluxe.jpg
pidgeot,pidgeot,data/raw_images/_extracted/images/Pidgeot/4.jpg,data/images/pidgeot.jpg
wigglytuff,wigglytuff,data/raw_images/_extracted/images/Wigglytuff/2.jpg,data/images/wigglytuff.jpg
blaziken,blaziken,data/raw_images/_extracted/images/Blaziken/2.jpg,data/images/blaziken.jpg
uxie,uxie,data/raw_images/_extracted/images/Uxie/1.jpg,data/images/uxie.jpg
oshawott,oshawott,data/raw_images/_extracted/images/Oshawott/2.jpg,data/images/oshawott.jpg
porygon,porygon,data/raw_images/_extracted/images/Porygon/2.jpg,data/images/porygon.jpg
walrein,walrein,data/raw_images/_extracted/images/Walrein/1.jpg,data/images/walrein.jpg
tangrowth,tangrowth,data/raw_images/_extracted/images/Tangrowth/1.jpg,data/images/tangrowth.jpg
bibarel,bibarel,data/raw_images/_extracted/images/Bibarel/1.jpg,data/images/bibarel.jpg
mothim,mothim,data/raw_images/_extracted/images/Mothim/1.jpg,data/images/mothim.jpg
conkeldurr,conkeldurr,data/raw_images/_extracted/images/Conkeldurr/1.jpg,data/images/conkeldurr.jpg
vulpix,vulpix,data/raw_images/_extracted/images/Vulpix/2.jpg,data/images/vulpix.jpg
dugtrio,dugtrio,data/raw_images/_extracted/images/Dugtrio/4.jpg,data/images/dugtrio.jpg
barbaracle,barbaracle,data/raw_images/_extracted/images/Barbaracle/1.jpg,data/images/barbaracle.jpg
gastrodon,gastrodon,data/raw_images/_extracted/images/Gastrodon/2.jpg,data/images/gastrodon.jpg
swadloon,swadloon,data/raw_images/_extracted/images/Swadloon/1.jpg,data/images/swadloon.jpg
sentret,sentret,data/raw_images/_extracted/images/Sentret/2.jpg,data/images/sentret.jpg
buneary,buneary,data/raw_images/_extracted/images/Buneary/1.jpg,data/images/buneary.jpg
ditto,ditto,data/raw_images/_extracted/images/Ditto/2.jpg,data/images/ditto.jpg
raticate,raticate,data/raw_images/_extracted/images/Raticate/4.jpg,data/images/raticate.jpg
sunkern,sunkern,data/raw_images/_extracted/images/Sunkern/2.jpg,data/images/sunkern.jpg
skiddo,skiddo,data/raw_images/_extracted/images/Skiddo/1.jpg,data/images/skiddo.jpg
trevenant,trevenant,data/raw_images/_extracted/images/Trevenant/1.jpg,data/images/trevenant.jpg
sealeo,sealeo,data/raw_images/_extracted/images/Sealeo/1.jpg,data/images/sealeo.jpg
geodude,geodude,data/raw_images/_extracted/images/Geodude/4.jpg,data/images/geodude.jpg
bidoof,bidoof,data/raw_images/_extracted/images/Bidoof/1.jpg,data/images/bidoof.jpg
litleo,litleo,data/raw_images/_extracted/images/Litleo/1.jpg,data/images/litleo.jpg
victini,victini,data/raw_images/_extracted/images/Victini/1.jpg,data/images/victini.jpg
corsola,corsola,data/raw_images/_extracted/images/Corsola/2.jpg,data/images/corsola.jpg
mismagius,mismagius,data/raw_images/_extracted/images/Mismagius/1.jpg,data/images/mismagius.jpg
venipede,venipede,data/raw_images/_extracted/images/Venipede/1.jpg,data/images/venipede.jpg
tentacool,tentacool,data/raw_images/_extracted/images/Tentacool/2.jpg,data/images/tentacool.jpg
skorupi,skorupi,data/raw_images/_extracted/images/Skorupi/1.jpg,data/images/skorupi.jpg
horsea,horsea,data/raw_images/_extracted/images/Horsea/2.jpg,data/images/horsea.jpg
oddish,oddish,data/raw_images/_extracted/images/Oddish/2.jpg,data/images/oddish.jpg
starly,starly,data/raw_images/_extracted/images/Starly/1.jpg,data/images/starly.jpg
flygon,flygon,data/raw_images/_extracted/images/Flygon/1.jpg,data/images/flygon.jpg
snorunt,snorunt,data/raw_images/_extracted/images/Snorunt/1.jpg,data/images/snorunt.jpg
machoke,machoke,data/raw_images/_extracted/images/Machoke/2.jpg,data/images/machoke.jpg
aggron,aggron,data/raw_images/_extracted/images/Aggron/2.jpg,data/images/aggron.jpg
azelf,azelf,data/raw_images/_extracted/images/Azelf/1.jpg,data/images/azelf.jpg
lapras,lapras,data/raw_images/_extracted/images/Lapras/4.jpg,data/images/lapras.jpg
hippopotas,hippopotas,data/raw_images/_extracted/images/Hippopotas/1.jpg,data/images/hippopotas.jpg
elgyem,elgyem,data/raw_images/_extracted/images/Elgyem/1.jpg,data/images/elgyem.jpg
whirlipede,whirlipede,data/raw_images/_extracted/images/Whirlipede/1.jpg,data/images/whirlipede.jpg
poliwrath,poliwrath,data/raw_images/_extracted/images/Poliwrath/2.jpg,data/images/poliwrath.jpg
cubchoo,cubchoo,data/raw_images/_extracted/images/Cubchoo/1.jpg,data/images/cubchoo.jpg
delibird,delibird,data/raw_images/_extracted/images/Delibird/2.jpg,data/images/delibird.jpg
omastar,omastar,data/raw_images/_extracted/images/Omastar/2.jpg,data/images/omastar.jpg
fennekin,fennekin,data/raw_images/_extracted/images/Fennekin/1.jpg,data/images/fennekin.jpg
heracross,heracross,data/raw_images/_extracted/images/Heracross/4.jpg,data/images/heracross.jpg
nuzleaf,nuzleaf,data/raw_images/_extracted/images/Nuzleaf/1.jpg,data/images/nuzleaf.jpg
slowpoke,slowpoke,data/raw_images/_extracted/images/Slowpoke/4.jpg,data/images/slowpoke.jpg
tropius,tropius,data/raw_images/_extracted/images/Tropius/1.jpg,data/images/tropius.jpg
scatterbug,scatterbug,data/raw_images/_extracted/images/Scatterbug/1.jpg,data/images/scatterbug.jpg
servine,servine,data/raw_images/_extracted/images/Servine/1.jpg,data/images/servine.jpg
bulbasaur,bulbasaur,data/raw_images/_extracted/images/Bulbasaur/2.jpg,data/images/bulbasaur.jpg
axew,axew,data/raw_images/_extracted/images/Axew/1.jpg,data/images/axew.jpg
simisage,simisage,data/raw_images/_extracted/images/Simisage/1.jpg,data/images/simisage.jpg
luxray,luxray,data/raw_images/_extracted/images/Luxray/1.jpg,data/images/luxray.jpg
espurr,espurr,data/raw_images/_extracted/images/Espurr/1.jpg,data/images/espurr.jpg
growlithe,growlithe,data/raw_images/_extracted/images/Growlithe/2.jpg,data/images/growlithe.jpg
torkoal,torkoal,data/raw_images/_extracted/images/Torkoal/1.jpg,data/images/torkoal.jpg
houndoom,houndoom,data/raw_images/_extracted/images/Houndoom/4.jpg,data/images/houndoom.jpg
aromatisse,aromatisse,data/raw_images/_extracted/images/Aromatisse/1.jpg,data/images/aromatisse.jpg
gulpin,gulpin,data/raw_images/_extracted/images/Gulpin/1.jpg,data/images/gulpin.jpg
dustox,dustox,data/raw_images/_extracted/images/Dustox/1.jpg,data/images/dustox.jpg
gogoat,gogoat,data/raw_images/_extracted/images/Gogoat/1.jpg,data/images/gogoat.jpg
latios,latios,data/raw_images/_extracted/images/Latios/4.jpg,data/images/latios.jpg
milotic,milotic,data/raw_images/_extracted/images/Milotic/1.jpg,data/images/milotic.jpg
hoothoot,hoothoot,data/raw_images/_extracted/images/Hoothoot/2.jpg,data/images/hoothoot.jpg
ponyta,ponyta,data/raw_images/_extracted/images/Ponyta/4.jpg,data/images/ponyta.jpg
parasect,parasect,data/raw_images/_extracted/images/Parasect/2.jpg,data/images/parasect.jpg
azurill,azurill,data/raw_images/_extracted/images/Azurill/1.jpg,data/images/azurill.jpg
manectric,manectric,data/raw_images/_extracted/images/Manectric/2.jpg,data/images/manectric.jpg
tepig,tepig,data/raw_images/_extracted/images/Tepig/2.jpg,data/images/tepig.jpg
dodrio,dodrio,data/raw_images/_extracted/images/Dodrio/2.jpg,data/images/dodrio.jpg
meowth,meowth,data/raw_images/_extracted/images/Meowth/4.jpg,data/images/meowth.jpg
fletchinder,fletchinder,data/raw_images/_extracted/images/Fletchinder/1.jpg,data/images/fletchinder.jpg
tynamo,tynamo,data/raw_images/_extracted/images/Tynamo/1.jpg,data/images/tynamo.jpg
exeggutor,exeggutor,data/raw_images/_extracted/images/Exeggutor/2.jpg,data/images/exeggutor.jpg
dunsparce,dunsparce,data/raw_images/_extracted/images/Dunsparce/2.jpg,data/images/dunsparce.jpg
klink,klink,data/raw_images/_extracted/images/Klink/1.jpg,data/images/klink.jpg
persian,persian,data/raw_images/_extracted/images/Persian/4.jpg,data/images/persian.jpg
bagon,bagon,data/raw_images/_extracted/images/Bagon/1.jpg,data/images/bagon.jpg
spiritomb,spiritomb,data/raw_images/_extracted/images/Spiritomb/1.jpg,data/images/spiritomb.jpg
latias,latias,data/raw_images/_extracted/images/Latias/4.jpg,data/images/latias.jpg
regirock,regirock,data/raw_images/_extracted/images/Regirock/1.jpg,data/images/regirock.jpg
combee,combee,data/raw_images/_extracted/images/Combee/1.jpg,data/images/combee.jpg
glaceon,glaceon,data/raw_images/_extracted/images/Glaceon/1.jpg,data/images/glaceon.jpg
groudon,groudon,data/raw_images/_extracted/images/Groudon/4.jpg,data/images/groudon.jpg
hitmontop,hitmontop,data/raw_images/_extracted/images/Hitmontop/2.jpg,data/images/hitmontop.jpg
vespiquen,vespiquen,data/raw_images/_extracted/images/Vespiquen/1.jpg,data/images/vespiquen.jpg
skarmory,skarmory,data/raw_images/_extracted/images/Skarmory/2.jpg,data/images/skarmory.jpg
psyduck,psyduck,data/raw_images/_extracted/images/Psyduck/2.jpg,data/images/psyduck.jpg
cleffa,cleffa,data/raw_images/_extracted/images/Cleffa/2.jpg,data/images/cleffa.jpg
yamask,yamask,data/raw_images/_extracted/images/Yamask/2.jpg,data/images/yamask.jpg
samurott,samurott,data/raw_images/_extracted/images/Samurott/1.jpg,data/images/samurott.jpg
poochyena,poochyena,data/raw_images/_extracted/images/Poochyena/1.jpg,data/images/poochyena.jpg
tirtouga,tirtouga,data/raw_images/_extracted/images/Tirtouga/1.jpg,data/images/tirtouga.jpg
froakie,froakie,data/raw_images/_extracted/images/Froakie/1.jpg,data/images/froakie.jpg
hooh,hooh,data/raw_images/_extracted/images/Ho-oh/4.jpg,data/images/hooh.jpg
ferrothorn,ferrothorn,data/raw_images/_extracted/images/Ferrothorn/1.jpg,data/images/ferrothorn.jpg
snivy,snivy,data/raw_images/_extracted/images/Snivy/2.jpg,data/images/snivy.jpg
wurmple,wurmple,data/raw_images/_extracted/images/Wurmple/1.jpg,data/images/wurmple.jpg
beartic,beartic,data/raw_images/_extracted/images/Beartic/1.jpg,data/images/beartic.jpg
tauros,tauros,data/raw_images/_extracted/images/Tauros/2.jpg,data/images/tauros.jpg
slugma,slugma,data/raw_images/_extracted/images/Slugma/2.jpg,data/images/slugma.jpg
yanmega,yanmega,data/raw_images/_extracted/images/Yanmega/1.jpg,data/images/yanmega.jpg
froslass,froslass,data/raw_images/_extracted/images/Froslass/1.jpg,data/images/froslass.jpg
zorua,zorua,data/raw_images/_extracted/images/Zorua/1.jpg,data/images/zorua.jpg
feraligatr,feraligatr,data/raw_images/_extracted/images/Feraligatr/2.jpg,data/images/feraligatr.jpg
pidgey,pidgey,data/raw_images/_extracted/images/Pidgey/2.jpg,data/images/pidgey.jpg
lunatone,lunatone,data/raw_images/_extracted/images/Lunatone/1.jpg,data/images/lunatone.jpg
rayquaza,rayquaza,data/raw_images/_extracted/images/Rayquaza/2.jpg,data/images/rayquaza.jpg
electabuzz,electabuzz,data/raw_images/_extracted/images/Electabuzz/2.jpg,data/images/electabuzz.jpg
donphan,donphan,data/raw_images/_extracted/images/Donphan/2.jpg,data/images/donphan.jpg
murkrow,murkrow,data/raw_images/_extracted/images/Murkrow/2.jpg,data/images/murkrow.jpg
gothorita,gothorita,data/raw_images/_extracted/images/Gothorita/1.jpg,data/images/gothorita.jpg
vibrava,vibrava,data/raw_images/_extracted/images/Vibrava/1.jpg,data/images/vibrava.jpg
skiploom,skiploom,data/raw_images/_extracted/images/Skiploom/2.jpg,data/images/skiploom.jpg
anorith,anorith,data/raw_images/_extracted/images/Anorith/1.jpg,data/images/anorith.jpg
togepi,togepi,data/raw_images/_extracted/images/Togepi/2.jpg,data/images/togepi.jpg
dewgong,dewgong,data/raw_images/_extracted/images/Dewgong/2.jpg,data/images/dewgong.jpg
elekid,elekid,data/raw_images/_extracted/images/Elekid/2.jpg,data/images/elekid.jpg
feebas,feebas,data/raw_images/_extracted/images/Feebas/1.jpg,data/images/feebas.jpg
klang,klang,data/raw_images/_extracted/images/Klang/1.jpg,data/images/klang.jpg
frillish,frillish,data/raw_images/_extracted/images/Frillish/2.jpg,data/images/frillish.jpg
helioptile,helioptile,data/raw_images/_extracted/images/Helioptile/1.jpg,data/images/helioptile.jpg
umbreon,umbreon,data/raw_images/_extracted/images/Umbreon/2.jpg,data/images/umbreon.jpg
marill,marill,data/raw_images/_extracted/images/Marill/2.jpg,data/images/marill.jpg
chatot,chatot,data/raw_images/_extracted/images/Chatot/1.jpg,data/images/chatot.jpg
shieldon,shieldon,data/raw_images/_extracted/images/Shieldon/1.jpg,data/images/shieldon.jpg
